"","x_box","y_box","width","high","onpix","x_bar","y_bar","x2_bar","y2_bar","xy_bar","x2y_bar","xy2_bar","x_ege","x_egvy","y_ege","y_egvx","letter"
"9628",3,10,4,7,2,7,7,6,9,4,6,8,0,8,9,7,"S"
"9629",6,9,7,6,4,9,6,3,8,10,6,8,2,10,5,8,"S"
"9630",2,8,3,6,3,7,7,7,5,7,6,8,2,9,8,8,"S"
"9631",4,8,5,6,4,8,8,7,5,7,6,8,2,8,8,8,"S"
"9632",4,8,6,6,7,6,9,3,3,8,7,6,3,8,11,1,"S"
"9633",4,9,4,7,2,8,7,6,9,4,6,8,0,8,9,7,"S"
"9634",4,9,6,7,7,5,9,3,3,8,7,5,4,8,12,0,"S"
"9635",6,12,6,6,3,8,7,4,3,13,8,8,3,10,3,8,"S"
"9636",6,8,8,7,9,8,7,4,5,7,7,8,5,10,9,11,"S"
"9637",3,9,4,7,4,8,6,8,5,7,7,9,2,9,8,7,"S"
"9638",2,3,3,2,2,8,7,6,4,7,7,8,2,9,9,8,"S"
"9639",4,9,5,7,4,10,7,4,6,10,3,7,2,8,5,10,"S"
"9640",4,7,5,5,2,6,9,4,7,10,7,7,2,8,5,5,"S"
"9641",5,10,7,8,5,7,7,4,7,10,9,9,3,9,5,6,"S"
"9642",5,10,6,8,8,8,8,5,3,8,5,7,5,9,12,8,"S"
"9643",3,6,5,4,5,6,5,3,2,6,5,6,2,8,7,4,"S"
"9644",3,7,4,5,2,8,7,5,9,5,6,8,0,8,9,7,"S"
"9645",3,5,3,4,2,8,7,7,5,7,6,7,2,8,9,8,"S"
"9646",2,6,3,4,2,9,9,5,9,5,5,5,0,7,8,8,"S"
"9647",3,4,4,3,2,6,8,3,7,11,7,8,1,9,4,5,"S"
"9648",3,6,4,4,2,8,7,5,8,5,6,8,0,8,9,8,"S"
"9649",3,6,4,4,4,8,10,5,4,8,5,6,3,9,7,7,"S"
"9650",5,8,7,6,8,8,5,4,4,9,6,10,4,8,9,9,"S"
"9651",5,9,8,7,9,5,7,3,2,7,6,5,3,8,9,2,"S"
"9652",1,3,2,2,1,8,7,6,5,7,6,7,2,8,8,8,"S"
"9653",1,3,3,2,1,7,8,3,7,10,7,8,1,8,4,6,"S"
"9654",7,12,7,7,3,7,7,5,3,13,9,10,3,10,3,8,"S"
"9655",3,9,4,7,2,7,6,6,10,5,7,10,0,9,9,8,"S"
"9656",4,10,5,8,4,7,7,5,8,5,6,9,0,8,8,8,"S"
"9657",3,6,5,4,5,8,7,4,3,8,5,8,4,9,10,10,"S"
"9658",5,5,6,7,3,7,6,6,10,5,6,10,0,9,9,8,"S"
"9659",4,9,4,5,2,7,8,4,3,13,8,8,2,10,3,8,"S"
"9660",5,11,6,8,3,7,6,6,9,4,6,9,0,9,9,8,"S"
"9661",5,8,6,6,4,8,8,4,7,10,3,7,2,6,5,9,"S"
"9662",2,4,3,3,1,7,8,3,7,10,7,7,1,9,5,7,"S"
"9663",4,11,5,8,5,8,7,8,5,7,6,8,2,8,8,8,"S"
"9664",4,9,5,6,3,10,6,3,6,10,4,8,2,9,5,10,"S"
"9665",5,9,5,5,2,10,5,4,4,13,5,8,2,9,2,8,"S"
"9666",8,14,8,8,4,11,4,3,3,12,6,9,3,10,3,9,"S"
"9667",10,15,10,8,5,8,6,4,6,13,6,8,4,7,4,8,"S"
"9668",5,8,7,6,3,5,9,3,9,11,7,6,2,7,5,5,"S"
"9669",9,15,7,8,4,9,2,2,5,8,1,8,3,7,5,10,"S"
"9670",6,11,6,6,3,9,5,4,4,13,6,9,3,10,3,8,"S"
"9671",3,5,5,4,2,8,7,3,7,10,6,7,1,9,5,8,"S"
"9672",2,3,4,2,2,8,8,2,6,10,6,7,1,9,5,8,"S"
"9673",5,8,6,6,3,7,8,4,9,11,4,7,2,6,4,8,"S"
"9674",5,9,8,6,9,6,7,3,2,8,6,6,3,8,11,1,"S"
"9675",6,10,8,8,5,8,8,3,6,10,4,7,2,7,5,9,"S"
"9676",7,9,9,8,9,10,7,4,7,7,6,8,5,9,8,12,"S"
"9677",7,10,6,5,3,7,3,4,4,7,2,7,3,6,5,8,"S"
"9678",7,11,9,8,5,7,8,4,9,11,5,7,2,7,5,8,"S"
"9679",3,5,4,3,3,8,8,7,5,7,6,8,2,8,9,8,"S"
"9680",7,10,9,8,5,7,8,4,9,11,5,6,2,6,5,8,"S"
"9681",2,3,3,1,1,7,9,3,7,11,7,7,1,9,4,6,"S"
"9682",4,10,5,7,4,7,7,5,8,4,6,10,1,10,9,9,"S"
"9683",2,3,4,1,1,8,8,2,7,10,6,7,1,9,4,8,"S"
"9684",2,3,3,1,1,8,8,2,7,10,6,7,1,9,4,8,"S"
"9685",5,11,6,8,4,8,7,3,6,10,7,9,2,10,5,8,"S"
"9686",2,3,2,1,1,8,8,6,4,7,6,7,2,8,8,8,"S"
"9687",7,11,8,9,6,9,7,3,6,10,5,8,3,10,6,9,"S"
"9688",5,10,6,8,5,7,7,5,8,5,6,11,1,10,10,9,"S"
"9689",4,9,4,4,2,8,3,3,4,8,2,8,3,6,5,8,"S"
"9690",5,9,7,6,3,8,8,4,8,11,6,7,2,8,5,7,"S"
"9691",3,2,3,3,2,8,8,7,5,8,5,7,2,8,8,8,"S"
"9692",5,8,6,6,7,8,9,5,4,8,5,6,4,10,9,7,"S"
"9693",5,8,6,7,7,8,8,4,5,7,7,8,5,10,10,9,"S"
"9694",5,7,7,6,8,7,8,5,5,7,7,7,5,9,11,12,"S"
"9695",2,1,2,2,1,8,7,6,5,7,7,8,2,9,8,8,"S"
"9696",3,5,5,4,2,8,7,3,7,10,6,7,1,9,5,8,"S"
"9697",4,5,5,7,3,7,6,6,9,5,6,10,0,9,9,8,"S"
"9698",1,0,1,1,0,8,7,4,6,5,6,7,0,8,7,8,"S"
"9699",3,3,4,4,2,8,8,6,8,5,6,7,0,8,9,7,"S"
"9700",1,3,3,2,1,7,7,3,7,10,5,8,1,8,4,8,"S"
"9701",6,10,8,7,5,8,8,3,7,10,5,7,2,8,5,8,"S"
"9702",2,7,3,5,2,6,7,5,8,6,7,11,0,9,8,7,"S"
"9703",5,9,6,6,4,6,8,4,6,10,9,8,2,8,5,5,"S"
"9704",4,8,5,6,4,8,7,5,8,5,6,7,0,8,8,8,"S"
"9705",4,8,5,6,4,7,7,5,7,5,6,9,0,8,8,8,"S"
"9706",5,5,6,8,3,8,7,6,9,4,6,8,0,8,9,8,"S"
"9707",3,5,4,3,3,8,7,7,5,7,7,8,2,8,9,8,"S"
"9708",4,8,5,6,6,9,9,5,4,8,4,6,4,9,9,7,"S"
"9709",3,6,5,4,5,6,7,3,2,8,6,6,2,7,10,1,"S"
"9710",2,8,3,6,2,8,8,6,9,5,6,7,0,8,9,8,"S"
"9711",6,12,6,7,3,6,8,3,6,13,7,7,2,9,3,7,"S"
"9712",2,0,2,1,1,8,7,4,6,5,6,8,0,8,7,8,"S"
"9713",6,11,6,8,5,6,11,5,6,11,9,4,3,12,2,4,"T"
"9714",2,3,2,2,1,7,11,2,6,7,10,8,1,11,1,7,"T"
"9715",2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,8,"T"
"9716",3,6,4,4,3,7,12,4,6,7,11,8,2,12,1,7,"T"
"9717",6,11,6,8,5,6,11,3,7,11,9,5,2,12,2,4,"T"
"9718",6,11,6,8,4,6,10,1,10,11,9,5,2,8,4,4,"T"
"9719",4,8,5,6,5,8,11,3,6,6,11,8,3,12,1,7,"T"
"9720",2,3,4,4,1,8,14,1,6,6,11,8,0,8,0,8,"T"
"9721",3,7,5,5,3,7,11,1,8,7,11,8,1,10,1,8,"T"
"9722",2,4,4,6,1,7,14,0,6,8,11,8,0,8,0,8,"T"
"9723",3,7,5,5,3,6,11,1,7,8,11,9,1,11,1,8,"T"
"9724",4,5,5,4,2,5,12,3,7,11,10,4,1,11,1,5,"T"
"9725",5,8,5,6,3,4,13,4,6,12,10,4,1,11,1,5,"T"
"9726",5,7,5,5,3,6,11,3,7,11,9,5,2,12,3,4,"T"
"9727",4,10,6,8,3,5,11,1,9,9,12,8,0,10,1,7,"T"
"9728",4,8,6,6,4,6,7,7,7,8,9,8,3,10,5,9,"T"
"9729",3,4,4,3,2,6,11,3,7,11,9,4,2,11,3,4,"T"
"9730",2,7,3,4,1,6,14,0,6,8,11,8,0,8,0,8,"T"
"9731",5,11,6,8,8,7,8,4,5,6,7,9,7,7,8,7,"T"
"9732",3,8,4,5,1,8,15,1,6,6,11,9,0,8,0,8,"T"
"9733",5,10,7,8,7,7,6,7,7,6,8,9,4,9,8,6,"T"
"9734",1,1,2,1,0,7,14,1,4,7,11,8,0,8,0,8,"T"
"9735",9,11,9,8,7,7,10,2,9,11,9,5,4,11,5,5,"T"
"9736",4,7,5,5,4,7,8,7,7,7,8,9,3,10,5,8,"T"
"9737",2,7,3,4,1,7,14,0,6,7,11,8,0,8,0,8,"T"
"9738",3,4,5,6,1,7,15,1,5,7,11,8,0,8,0,8,"T"
"9739",2,7,4,4,1,8,15,1,5,6,11,8,0,8,0,8,"T"
"9740",6,8,6,6,3,7,11,3,8,11,9,4,2,12,3,4,"T"
"9741",3,8,5,6,1,7,15,1,5,7,11,8,0,8,0,8,"T"
"9742",7,9,7,7,5,6,12,5,6,11,9,4,3,13,3,4,"T"
"9743",6,9,6,7,3,5,11,2,10,12,9,4,0,10,3,4,"T"
"9744",3,7,5,5,3,7,11,1,8,7,11,8,1,10,1,8,"T"
"9745",4,9,6,8,6,6,8,4,8,8,7,8,3,9,8,7,"T"
"9746",3,4,3,3,1,5,12,3,6,11,9,5,1,11,1,5,"T"
"9747",3,6,4,5,4,6,7,3,8,8,7,10,3,7,7,6,"T"
"9748",4,9,5,7,5,7,11,4,6,7,11,8,2,12,1,7,"T"
"9749",3,3,4,2,1,5,11,3,7,11,9,4,1,10,2,5,"T"
"9750",3,5,4,4,3,7,11,3,7,7,11,8,2,11,1,8,"T"
"9751",6,13,5,7,2,6,9,3,7,13,6,6,2,8,4,4,"T"
"9752",2,6,4,4,1,8,15,1,5,6,11,8,0,8,0,8,"T"
"9753",3,4,4,3,2,5,12,3,7,11,9,4,1,11,2,5,"T"
"9754",2,8,3,6,2,7,13,0,5,7,10,8,0,8,0,8,"T"
"9755",4,8,6,6,5,6,8,7,7,8,7,8,3,10,6,9,"T"
"9756",1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8,"T"
"9757",3,4,4,2,1,5,11,2,7,11,9,5,1,10,2,5,"T"
"9758",3,3,3,2,1,5,12,3,5,11,9,4,2,11,1,5,"T"
"9759",5,10,6,8,4,7,9,0,8,11,9,6,1,10,3,4,"T"
"9760",5,5,5,4,2,5,12,3,7,12,9,4,1,11,1,5,"T"
"9761",3,8,4,6,2,9,13,0,5,6,10,8,0,8,0,8,"T"
"9762",4,6,5,6,5,5,8,4,7,8,8,9,3,8,7,6,"T"
"9763",5,10,6,8,4,5,11,1,9,8,11,9,1,10,1,7,"T"
"9764",2,4,3,3,1,7,11,2,7,6,11,8,1,10,1,8,"T"
"9765",3,9,4,7,4,7,11,3,6,7,11,9,2,12,1,8,"T"
"9766",6,10,6,7,5,5,11,3,7,11,10,5,2,12,2,4,"T"
"9767",3,11,4,8,1,5,14,1,6,9,11,7,0,8,0,8,"T"
"9768",4,10,6,8,4,6,12,3,7,7,12,8,2,12,1,7,"T"
"9769",5,7,6,5,6,6,8,4,6,7,6,10,5,8,5,7,"T"
"9770",4,6,5,4,4,7,7,7,7,7,6,8,3,10,6,8,"T"
"9771",2,1,3,2,1,6,12,2,7,8,11,8,1,10,1,7,"T"
"9772",8,15,7,9,3,6,10,3,8,13,6,6,2,8,5,4,"T"
"9773",3,6,4,4,3,7,8,7,6,7,7,8,3,10,5,9,"T"
"9774",8,11,7,6,3,7,9,4,8,13,6,8,2,7,4,6,"T"
"9775",3,9,5,7,3,7,12,3,7,7,12,8,1,12,1,8,"T"
"9776",6,7,6,5,3,7,11,3,7,11,8,4,4,10,4,4,"T"
"9777",5,10,6,7,5,8,11,3,7,6,11,8,2,12,1,8,"T"
"9778",2,6,3,4,1,7,13,0,5,7,10,8,0,8,0,8,"T"
"9779",2,7,4,5,2,8,12,4,6,6,11,8,2,12,1,8,"T"
"9780",5,7,6,5,5,6,7,7,6,7,6,8,3,9,6,10,"T"
"9781",3,5,4,3,2,5,12,3,7,11,9,5,1,11,2,5,"T"
"9782",7,15,6,8,4,9,7,3,7,12,5,7,3,9,5,6,"T"
"9783",4,7,5,5,2,6,11,2,8,11,9,5,1,11,3,4,"T"
"9784",3,10,5,7,1,5,15,1,6,9,11,7,0,8,0,8,"T"
"9785",10,14,8,8,4,7,8,3,10,13,6,6,2,9,5,5,"T"
"9786",2,3,3,1,1,5,12,3,5,11,9,5,1,10,1,5,"T"
"9787",1,1,2,1,0,7,14,1,4,7,10,8,0,8,0,8,"T"
"9788",3,5,4,3,2,9,12,3,7,5,11,9,1,11,1,8,"T"
"9789",4,7,5,5,5,6,8,3,5,7,6,9,5,9,4,8,"T"
"9790",4,7,6,5,6,5,8,4,6,7,6,10,5,8,5,7,"T"
"9791",3,1,4,3,2,7,12,4,6,7,11,8,2,11,1,8,"T"
"9792",1,0,2,0,0,7,14,1,4,7,10,8,0,8,0,8,"T"
"9793",4,4,4,3,2,5,12,3,7,12,9,4,1,11,1,5,"T"
"9794",3,4,4,3,1,5,12,2,7,11,9,5,0,10,1,5,"T"
"9795",4,10,6,7,5,9,11,3,7,5,11,8,2,12,1,8,"T"
"9796",3,7,5,5,3,7,12,3,7,8,11,7,2,11,1,7,"T"
"9797",3,10,5,7,1,8,14,0,6,6,11,8,0,8,0,8,"T"
"9798",2,7,4,5,1,9,14,1,6,5,11,9,0,8,0,8,"T"
"9799",4,11,6,8,6,9,11,3,7,5,12,8,2,12,1,9,"T"
"9800",6,11,6,8,4,3,13,4,6,12,10,4,1,11,1,4,"T"
"9801",4,5,5,8,2,9,15,1,6,5,11,9,0,8,0,8,"T"
"9802",5,9,5,4,2,7,8,2,7,11,7,8,2,9,4,5,"T"
"9803",5,9,5,7,3,5,12,4,6,12,9,4,2,12,2,4,"T"
"9804",3,6,4,4,3,6,7,7,6,7,6,7,3,9,5,9,"T"
"9805",5,6,5,4,3,4,11,1,7,11,9,6,1,10,2,5,"T"
"9806",2,3,3,2,1,7,12,2,7,7,11,8,1,11,1,8,"T"
"9807",3,7,4,5,3,7,12,3,7,7,11,8,2,11,1,8,"T"
"9808",7,10,7,8,5,7,11,4,7,11,8,4,3,12,3,4,"T"
"9809",8,10,8,7,6,6,11,4,6,11,9,5,3,12,2,4,"T"
"9810",7,10,9,8,7,6,7,7,8,7,8,9,4,10,7,7,"T"
"9811",2,3,2,1,1,5,12,2,5,11,9,5,1,10,1,5,"T"
"9812",5,8,7,6,7,7,8,4,6,7,6,9,5,8,5,7,"T"
"9813",3,3,3,2,1,5,13,4,5,11,8,4,2,11,1,5,"T"
"9814",4,6,4,4,2,6,12,3,6,11,9,4,2,11,2,5,"T"
"9815",2,6,4,4,2,6,12,3,7,8,11,8,1,11,1,7,"T"
"9816",1,6,2,4,1,7,13,0,4,7,10,8,0,8,0,8,"T"
"9817",4,8,5,6,4,6,11,3,7,8,11,8,2,12,1,7,"T"
"9818",3,8,4,6,1,8,15,1,6,6,11,9,0,8,0,8,"T"
"9819",4,5,5,7,2,5,15,1,6,9,11,7,0,8,0,8,"T"
"9820",5,8,5,6,3,5,11,2,8,12,10,5,1,10,2,4,"T"
"9821",5,6,7,6,6,7,9,5,8,7,7,7,3,11,7,7,"T"
"9822",2,3,3,1,1,7,11,2,6,7,11,8,1,10,1,7,"T"
"9823",2,1,3,2,1,8,12,3,6,7,11,8,2,11,1,8,"T"
"9824",4,9,4,4,1,6,10,2,7,12,7,5,1,10,3,5,"T"
"9825",4,5,5,3,2,6,11,2,8,11,9,4,1,11,3,4,"T"
"9826",3,11,5,8,1,6,14,0,6,8,11,8,0,8,0,8,"T"
"9827",7,13,6,7,4,8,8,3,7,11,5,6,2,8,6,7,"T"
"9828",8,11,8,8,4,4,12,2,8,13,10,5,0,10,2,4,"T"
"9829",1,0,1,0,0,7,14,1,4,7,10,8,0,8,0,8,"T"
"9830",2,7,3,4,1,7,14,0,6,7,11,8,0,8,0,8,"T"
"9831",7,15,6,8,3,6,9,3,8,13,6,6,2,8,5,4,"T"
"9832",3,4,4,3,2,5,12,3,6,11,9,4,1,11,1,5,"T"
"9833",5,10,7,7,6,6,7,7,7,7,6,8,4,11,7,8,"T"
"9834",4,10,6,8,5,6,7,8,7,8,8,7,3,10,6,10,"T"
"9835",2,4,4,6,1,7,14,0,6,7,11,8,0,8,0,8,"T"
"9836",2,9,4,6,1,7,14,0,6,7,11,8,0,8,0,8,"T"
"9837",6,9,6,6,5,6,11,4,6,11,9,5,3,12,2,4,"T"
"9838",3,4,3,3,1,5,11,3,7,11,9,5,1,11,2,5,"T"
"9839",7,10,7,8,5,5,11,3,6,11,10,5,2,12,2,4,"T"
"9840",4,7,5,5,4,7,7,7,6,6,7,9,3,10,6,7,"T"
"9841",5,7,5,5,3,7,11,3,8,11,9,4,2,12,3,5,"T"
"9842",2,3,3,2,1,5,12,3,6,11,9,5,1,10,1,5,"T"
"9843",3,5,4,7,1,7,14,0,6,7,11,8,0,8,0,8,"T"
"9844",3,4,4,3,2,6,10,2,8,11,9,5,1,10,3,4,"T"
"9845",3,2,4,3,2,7,12,2,7,7,11,8,1,11,1,7,"T"
"9846",5,10,7,8,6,6,7,7,7,8,9,8,4,9,7,7,"T"
"9847",8,14,7,8,4,5,11,2,7,12,8,6,3,8,5,3,"T"
"9848",4,11,6,8,2,8,15,1,6,7,11,8,0,8,0,8,"T"
"9849",3,8,4,6,2,8,14,0,5,6,10,8,0,8,0,8,"T"
"9850",4,10,5,8,4,5,12,4,7,9,12,7,2,12,1,7,"T"
"9851",5,7,7,6,6,5,8,3,8,7,7,9,3,7,7,5,"T"
"9852",4,6,6,6,5,5,8,4,8,8,8,9,3,9,7,6,"T"
"9853",2,1,3,2,0,7,15,1,4,7,11,8,0,8,0,8,"T"
"9854",6,9,6,7,3,4,14,5,6,12,9,3,1,11,2,4,"T"
"9855",4,8,5,6,3,7,11,3,8,11,9,4,2,11,3,5,"T"
"9856",3,3,3,2,1,6,11,2,7,11,9,5,1,10,2,5,"T"
"9857",3,5,4,7,1,10,14,1,6,4,11,9,0,8,0,8,"T"
"9858",1,1,2,1,0,7,14,1,5,7,11,8,0,8,0,8,"T"
"9859",2,6,3,4,1,7,12,0,5,7,10,8,0,8,0,8,"T"
"9860",4,8,5,6,3,7,10,1,8,11,9,5,1,10,3,5,"T"
"9861",5,11,5,8,3,5,11,2,8,12,10,4,1,11,2,4,"T"
"9862",2,1,3,3,1,7,12,3,6,7,11,8,2,11,1,8,"T"
"9863",6,7,6,5,3,7,10,2,10,11,9,4,1,11,4,5,"T"
"9864",6,9,6,6,3,7,10,2,9,11,9,4,3,9,4,4,"T"
"9865",3,6,4,4,2,9,11,2,9,5,11,8,1,10,1,8,"T"
"9866",2,4,3,5,1,7,14,0,6,7,11,8,0,8,0,8,"T"
"9867",1,0,1,1,0,8,13,1,5,6,10,8,0,8,0,8,"T"
"9868",4,10,6,7,7,7,8,5,5,6,7,9,6,8,8,6,"T"
"9869",4,8,5,6,4,6,11,3,6,8,11,8,2,12,1,7,"T"
"9870",5,10,7,8,6,7,7,7,6,5,10,10,5,6,9,7,"T"
"9871",2,6,4,4,1,9,15,1,5,5,11,9,0,8,0,8,"T"
"9872",3,3,4,2,1,6,11,3,6,11,9,4,2,11,2,5,"T"
"9873",5,10,5,7,4,4,12,3,5,11,10,5,2,13,2,4,"T"
"9874",2,5,3,3,1,8,12,2,7,6,11,7,1,11,1,7,"T"
"9875",4,4,4,3,2,5,11,2,8,12,9,4,1,10,2,4,"T"
"9876",5,7,7,6,7,7,8,4,8,8,7,9,3,8,8,6,"T"
"9877",2,3,2,2,1,7,11,2,6,7,10,8,1,11,1,7,"T"
"9878",5,9,5,6,4,5,12,4,6,11,9,4,2,12,2,4,"T"
"9879",3,8,5,6,3,7,12,4,6,7,11,8,2,12,1,8,"T"
"9880",5,7,5,5,3,7,10,2,7,11,9,5,1,11,3,5,"T"
"9881",6,8,6,6,4,5,11,3,7,11,9,5,2,12,2,4,"T"
"9882",3,3,4,4,2,7,12,3,6,7,11,8,2,11,1,8,"T"
"9883",8,14,7,8,4,8,8,3,7,11,6,7,2,9,5,6,"T"
"9884",5,9,5,6,4,6,12,4,5,11,9,5,3,12,2,4,"T"
"9885",5,10,5,7,3,5,13,3,7,12,9,3,1,11,2,4,"T"
"9886",2,7,3,5,1,6,14,0,6,8,11,8,0,8,0,8,"T"
"9887",6,9,6,6,3,5,12,4,8,12,10,4,2,12,3,4,"T"
"9888",5,7,6,5,4,5,12,4,5,12,9,4,2,12,1,5,"T"
"9889",3,8,4,6,2,7,13,0,6,7,10,8,0,8,0,8,"T"
"9890",2,2,3,3,2,7,11,2,7,7,11,8,1,11,1,8,"T"
"9891",3,6,4,4,2,6,11,1,8,8,11,9,1,10,1,8,"T"
"9892",3,9,4,6,1,7,15,0,6,7,11,8,0,8,0,8,"T"
"9893",6,10,8,8,7,6,7,7,7,7,9,9,4,10,6,8,"T"
"9894",5,6,6,5,6,7,9,5,8,7,7,8,3,10,7,7,"T"
"9895",6,11,6,8,5,4,13,6,4,12,9,4,2,12,1,5,"T"
"9896",3,3,3,2,1,5,12,3,7,11,9,4,1,10,2,5,"T"
"9897",4,11,6,8,2,8,15,1,6,7,11,8,0,8,0,8,"T"
"9898",4,10,6,8,5,10,11,2,7,5,11,7,1,11,1,8,"T"
"9899",3,8,4,6,2,9,14,0,5,6,10,8,0,8,0,8,"T"
"9900",4,5,5,4,3,8,12,3,7,6,11,8,2,11,1,7,"T"
"9901",8,13,7,8,3,7,8,3,9,13,5,6,2,9,5,5,"T"
"9902",7,11,7,8,5,5,12,3,6,12,10,5,2,12,1,5,"T"
"9903",6,9,5,5,3,7,8,2,7,12,7,8,2,9,4,5,"T"
"9904",2,3,3,2,1,5,12,3,6,11,9,4,1,10,2,5,"T"
"9905",3,4,5,6,1,6,15,1,6,8,11,7,0,8,0,8,"T"
"9906",8,11,7,6,3,6,9,3,8,13,6,6,2,8,4,5,"T"
"9907",5,7,7,6,6,7,8,4,8,7,7,8,3,9,8,6,"T"
"9908",7,11,7,8,5,5,10,0,8,11,9,6,1,9,3,4,"T"
"9909",1,6,2,4,1,7,13,0,6,7,10,8,0,8,0,8,"T"
"9910",3,6,5,4,3,6,11,3,7,8,11,7,4,11,1,7,"T"
"9911",4,6,4,4,2,5,11,2,7,11,9,5,1,10,2,5,"T"
"9912",3,5,4,4,2,5,12,3,6,11,10,5,1,11,1,5,"T"
"9913",5,10,7,7,6,6,7,7,7,7,10,9,4,6,8,7,"T"
"9914",2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,8,"T"
"9915",5,7,6,5,4,6,10,1,8,11,9,5,1,10,3,4,"T"
"9916",5,8,7,6,7,8,8,6,7,8,6,8,5,7,5,6,"T"
"9917",2,3,3,2,1,6,11,2,6,11,9,5,1,11,2,5,"T"
"9918",4,5,5,4,2,6,11,2,8,11,9,5,1,10,3,4,"T"
"9919",4,11,6,8,5,9,11,1,8,6,11,8,1,11,1,8,"T"
"9920",3,4,4,5,1,7,15,1,5,7,11,8,0,8,0,8,"T"
"9921",8,10,8,8,5,5,11,2,7,11,10,5,2,12,2,4,"T"
"9922",5,12,5,6,3,7,9,2,6,11,6,6,2,9,5,5,"T"
"9923",2,8,3,5,1,9,14,1,6,5,11,9,0,8,0,8,"T"
"9924",2,1,2,2,0,7,14,1,5,7,11,8,0,8,0,8,"T"
"9925",4,5,5,3,2,6,11,2,8,11,9,5,3,9,3,4,"T"
"9926",2,5,4,7,1,8,14,0,6,6,11,8,0,8,0,8,"T"
"9927",2,6,4,4,2,5,13,0,5,9,10,7,0,8,0,8,"T"
"9928",5,8,6,6,3,4,13,4,6,12,10,4,2,11,2,4,"T"
"9929",2,1,3,3,1,6,12,3,6,8,11,7,1,11,1,7,"T"
"9930",2,4,2,3,1,7,11,2,6,7,11,8,1,11,1,7,"T"
"9931",3,6,4,4,2,6,12,2,7,11,9,4,1,11,2,5,"T"
"9932",2,2,3,3,2,7,12,3,6,7,11,8,2,11,1,7,"T"
"9933",5,5,5,4,3,6,11,2,8,11,9,4,3,10,4,4,"T"
"9934",7,10,6,5,3,5,11,2,7,12,7,5,2,8,4,4,"T"
"9935",5,7,5,5,3,6,11,3,7,11,9,4,2,12,2,4,"T"
"9936",2,3,3,2,1,6,11,2,7,11,9,5,1,10,2,5,"T"
"9937",8,13,7,7,3,6,9,3,8,13,6,6,2,8,5,4,"T"
"9938",7,10,6,5,2,5,10,3,8,13,7,5,2,8,4,4,"T"
"9939",5,9,7,6,8,6,7,3,6,7,6,10,5,9,5,7,"T"
"9940",7,12,6,7,4,6,10,2,6,12,7,6,2,9,4,4,"T"
"9941",6,11,5,6,2,5,10,2,7,13,7,5,2,8,4,4,"T"
"9942",3,9,4,7,4,6,11,4,6,8,11,7,2,12,1,7,"T"
"9943",6,14,6,8,4,9,7,3,7,12,5,6,2,8,6,6,"T"
"9944",2,5,3,3,2,7,12,3,5,7,11,8,2,11,1,8,"T"
"9945",7,9,6,4,2,6,9,3,8,13,6,7,2,8,5,5,"T"
"9946",4,8,5,6,3,6,11,3,7,9,11,7,5,12,1,7,"T"
"9947",3,8,4,5,1,10,15,1,6,4,11,9,0,8,0,8,"T"
"9948",4,5,5,5,5,7,8,4,7,7,6,9,3,7,7,6,"T"
"9949",3,4,3,3,2,5,11,2,7,11,9,5,1,11,2,5,"T"
"9950",5,8,7,6,7,7,8,4,7,8,6,9,5,8,5,6,"T"
"9951",6,10,5,5,2,5,9,2,7,12,7,5,2,10,4,4,"T"
"9952",2,4,3,2,2,7,12,3,6,7,11,8,2,11,1,8,"T"
"9953",5,8,6,7,6,6,8,4,8,7,7,8,3,10,7,7,"T"
"9954",4,5,6,8,2,7,15,1,6,7,11,8,0,8,0,8,"T"
"9955",4,6,6,4,5,7,8,4,5,6,7,9,5,9,5,7,"T"
"9956",5,11,7,8,6,6,7,7,7,6,10,10,5,5,9,6,"T"
"9957",5,8,7,7,6,5,8,4,9,8,7,9,3,9,7,6,"T"
"9958",6,10,6,7,4,4,13,4,6,12,10,4,2,12,2,4,"T"
"9959",7,12,6,6,3,5,11,2,6,11,8,6,2,9,5,3,"T"
"9960",2,4,3,5,1,5,14,1,6,9,11,7,0,8,0,8,"T"
"9961",8,15,7,8,3,6,9,3,8,13,6,6,2,8,5,5,"T"
"9962",5,9,5,7,4,5,11,2,7,11,10,5,1,12,2,4,"T"
"9963",2,4,3,2,1,5,11,2,7,11,9,5,1,10,2,5,"T"
"9964",3,5,4,4,2,5,13,4,6,12,9,3,1,11,2,4,"T"
"9965",2,8,4,6,2,8,11,2,9,6,11,7,1,11,1,7,"T"
"9966",7,10,6,5,2,4,12,3,6,13,8,4,2,9,3,4,"T"
"9967",2,8,4,5,1,9,15,1,6,5,11,9,0,8,0,8,"T"
"9968",2,1,3,2,1,7,12,3,6,7,11,8,2,11,1,8,"T"
"9969",2,7,3,4,1,5,14,1,6,9,11,7,0,8,0,8,"T"
"9970",4,5,5,5,5,7,9,4,7,7,8,8,3,10,6,7,"T"
"9971",3,3,3,2,1,5,12,2,7,11,9,5,1,10,1,5,"T"
"9972",5,7,5,5,3,5,12,2,7,12,9,4,1,11,2,4,"T"
"9973",2,2,3,3,2,6,12,3,6,8,11,8,2,11,1,7,"T"
"9974",2,3,2,2,1,9,11,3,5,6,10,8,2,11,1,8,"T"
